timestamp,longitude,latitude,speed,accuracy
1693840277199,13.70309588379366,51.0383181752447,0.0,9.202162028641233
1693840280187,13.70309588379366,51.0383181752447,0.0,5.09756404827815
1693840281174,13.703164956823175,51.038290077272734,0.07495404586679422,5.083277482983874
1693840282166,13.703160920801448,51.038300014190405,0.2296819012151394,5.086703179871396
1693840283166,13.703160146262643,51.038304412447296,0.110315608020208,5.076716061586219
1693840284165,13.703157981262688,51.03831386011785,0.21382054605924752,5.0752098130276275
1693840285165,13.70315435930395,51.03831416326331,0.13104685269578423,5.0904989789986
1693840286167,13.70314678825353,51.038320665504706,0.6603863231265845,5.068347938692619
1693840287165,13.703124235861052,51.03832494865382,1.0896402450506821,5.031284118915976
1693840288160,13.703108974312297,51.03831702504624,0.8601361135788126,5.0238635114880275
1693840289172,13.703092318068105,51.03830925450615,0.9563737852396789,5.0610846453392195
1693840290161,13.70306615093834,51.038292110732364,1.61978405385171,5.126176061711286
1693840291162,13.703047258521753,51.03827787502882,1.4898578880743512,5.142512042204405
1693840292165,13.703036884638188,51.03828620858439,0.7397506237118862,5.135806907436255
1693840293163,13.703004134406378,51.038282265263575,1.009331793465431,5.112896311791843
1693840294167,13.702999454684496,51.03830562703661,1.102362753793649,5.081043856994662
1693840295168,13.702992601037431,51.03831779225155,1.0097778934365087,5.064996282250284
1693840296170,13.702976483514878,51.03833532350729,1.8281536879558773,5.066239653722131
1693840297165,13.70295153395944,51.038332766502165,2.1145181702772846,4.991774500330093
1693840298161,13.70294006280889,51.03830764875734,1.9456085224543287,4.976318723489187
1693840299160,13.702981636745202,51.038285997762,1.7173464829537697,4.971281490995989
1693840300162,13.703034315152392,51.038287737859505,1.936463409239218,4.975278858654351
1693840301159,13.70309502819323,51.038305599277955,2.913082846018829,4.98105869942954
1693840302163,13.703173197610445,51.03831333127347,4.058947534403659,4.9913517871749065
1693840303166,13.703275291439082,51.038316861354936,5.545564212269269,4.994415720172827
1693840304165,13.70337660411997,51.03832315442017,6.1659455371435525,5.0000088352711485
1693840305191,13.703489373618721,51.03833682765895,6.945072010731336,4.998915383349395
1693840306251,13.703601493943905,51.0383439446708,7.38629431950188,4.994112384634232
1693840307178,13.70371681058463,51.03835916362783,7.438493858741674,4.9930270789218305
1693840308183,13.70383945012108,51.03837088394693,7.810781166194806,5.022333670506362
1693840309218,13.703966168091462,51.03837025211595,7.99151472164738,5.025893606676261
1693840310176,13.704092219864542,51.038374474724996,8.350079461052275,5.019557580550672
1693840311178,13.704220543067445,51.038383304724455,8.486607999529372,5.017678986331084
1693840312179,13.704344059621254,51.03838917118383,8.38932347312222,5.012372946008817
1693840313184,13.704473923497584,51.038392709586645,8.665024281576772,5.005862856986812
1693840314181,13.704597111443688,51.038399028052815,8.620978146382047,4.995247297214089
1693840315180,13.704705852362055,51.038402129472836,8.043252905328544,4.9745901253597395
1693840316176,13.704803456689898,51.03840561368299,7.437113700756011,4.965193784840243
1693840317181,13.704897561776649,51.03840867961623,6.729047349646231,4.959674141424149
1693840318165,13.70497577382631,51.03840575115532,5.883788278942741,4.953793181874553
1693840319161,13.705043547906827,51.03841224496487,5.272266958500182,4.946521491706975
1693840320161,13.70508832318568,51.03841469633635,3.8027666063150867,4.936797532085609
1693840321162,13.705110881448952,51.03841663850353,2.0765975715783895,4.919712924990855
1693840322158,13.705074878321359,51.03841377378621,0.0,4.851443738234454
1693840323162,13.705094770588328,51.03840988797825,0.5301082065568007,4.8479517955092835
1693840324159,13.705107379950576,51.0384132590502,0.0,4.834453388048629
1693840325164,13.705111712914345,51.038418890551725,0.0,4.827201323333316
1693840326157,13.705116486706375,51.03842107126067,0.0,4.8210181024177325
1693840327163,13.70511778304823,51.0384210346853,0.0,4.812741667066155
1693840328158,13.70511778304823,51.0384210346853,0.0,4.810400721231219
1693840329164,13.70511778304823,51.0384210346853,0.0,4.804370354948965
1693840330164,13.70511778304823,51.0384210346853,0.0,4.799580555535594
1693840331165,13.70511778304823,51.0384210346853,0.0,4.796823617726392
1693840332165,13.70511778304823,51.0384210346853,0.0,4.793943929280301
1693840333157,13.70511778304823,51.0384210346853,0.0,4.793881791027691
1693840334158,13.70511778304823,51.0384210346853,0.0,4.791318042397621
1693840335160,13.70511778304823,51.0384210346853,0.0,4.789467024463731
1693840336161,13.70511778304823,51.0384210346853,0.0,4.7820551888670515
1693840338163,13.70511778304823,51.0384210346853,0.0,4.7798501230355885
1693840339167,13.705203652801936,51.0384748548281,0.0,4.777115403733605
1693840340160,13.705203652801936,51.0384748548281,0.0,4.776639750512762
1693840341163,13.705203652801936,51.0384748548281,0.0,4.775656238377751
1693840342159,13.705203652801936,51.0384748548281,0.0,4.775639615461187
1693840343163,13.705203652801936,51.0384748548281,0.0,4.7752234445813695
1693840344159,13.705203652801936,51.0384748548281,0.0,4.7744853676117796
1693840349174,13.705203652801936,51.0384748548281,0.0,4.77437053657551
1693840350158,13.705203652801936,51.0384748548281,0.0,4.773855381022744
1693840351158,13.705203652801936,51.0384748548281,0.0,4.772593581803508
1693840352163,13.705203652801936,51.0384748548281,0.0,4.77125061285946
1693840354161,13.705236922982882,51.03848843887475,0.0,4.772306793705045
1693840355161,13.705237212540965,51.03848876254806,0.0,4.774221002943419
1693840356162,13.705237212540965,51.03848876254806,0.0,4.770172276152408
1693840364168,13.705260613201522,51.03845564180545,0.0,4.776871262272914
1693840365163,13.705267423154979,51.03844534186288,0.8503438981930933,4.779418123899009
1693840366165,13.70529146336359,51.038448928259335,0.880105318539732,4.781887439939348
