timestamp,x,y,z
1693558392120,-27.215576171875,18.935012817382812,-17.645263671875
1693558393128,-26.561355590820312,18.243408203125,-19.159317016601562
1693558394304,-11.252593994140625,14.766693115234375,-16.131210327148438
1693558395300,-13.290023803710938,19.308853149414062,-15.383529663085938
1693558396308,-15.533065795898438,17.009735107421875,-16.14990234375
1693558397296,-15.215301513671875,20.206069946289062,-15.7012939453125
1693558398309,-17.458343505859375,17.607879638671875,-17.065811157226562
1693558399289,-14.056396484375,18.54248046875,-17.1966552734375
1693558400296,-15.514373779296875,20.355606079101562,-16.5985107421875
1693558401303,-15.962982177734375,20.505142211914062,-16.766738891601562
1693558402312,-26.636123657226562,15.458297729492188,-18.46771240234375
1693558403277,-31.215667724609375,13.1591796875,-15.495681762695312
1693558404305,-30.486679077148438,8.766555786132812,-14.43023681640625
1693558405312,-30.299758911132812,2.1869659423828125,-13.663864135742188
1693558406117,-30.299758911132812,-4.3365478515625,-9.981536865234375
1693558407123,-36.76719665527344,-13.83209228515625,-5.570220947265625
1693558408162,-40.711212158203125,-7.9441070556640625,-4.8412322998046875
1693558409137,-40.35606384277344,-8.093643188476562,-6.4113616943359375
1693558410146,-42.281341552734375,-7.4207305908203125,-6.50482177734375
1693558411176,-40.2252197265625,-7.3272705078125,-8.74786376953125
1693558412159,-40.43083190917969,-6.65435791015625,-6.7104339599609375
1693558413167,-31.92596435546875,-7.514190673828125,6.3739776611328125
1693558414179,-38.87939453125,-6.5608978271484375,-6.2618255615234375
1693558415181,-42.56172180175781,-5.45806884765625,-6.35528564453125
1693558416208,-39.178466796875,-8.392715454101562,-7.8319549560546875
1693558417275,-37.92610168457031,-8.5235595703125,-6.317901611328125
1693558418302,-38.93547058105469,-6.7104339599609375,-5.271148681640625
1693558419309,-40.13175964355469,-8.542251586914062,-6.6356658935546875
1693558420296,-37.02888488769531,-9.140396118164062,-6.168365478515625
1693558421303,-37.77656555175781,-9.140396118164062,-6.467437744140625
1693558422310,-41.458892822265625,-7.4954986572265625,-6.65435791015625
1693558423297,-37.90740966796875,-5.9627532958984375,-7.3833465576171875
1693558424307,-39.38407897949219,-8.841323852539062,-4.822540283203125
